parameter,location_id,location_name,country,sensor_id,expected_interval,interval_label,datetime_first_local,reaches_jan_2000
pm25,10432,惠农南大街,CN,34457,01:00:00,hourly,2018-10-17T20:00:00+08:00,False
pm25,5584607,Carkeek retreat,US,14153583,01:00:00,hourly,2025-09-18T17:00:00-07:00,False
pm25,7067,COP-CVID - Copacabana - Ciudadela Educativa La Vida,CO,20476,01:00:00,hourly,2018-11-04T19:00:00-05:00,False
pm25,1215371,札幌市豊平区月寒中央通７丁目,JP,6515430,01:00:00,hourly,2023-07-15T02:00:00+09:00,False
pm25,6420652,"Olympic Park, Lehi, Utah",US,16748484,01:00:00,hourly,2026-06-27T00:00:00-06:00,False
pm25,43339,润泉湖,CN,236204,01:00:00,hourly,2021-01-01T01:00:00+08:00,False
pm25,2623287,삽교읍,KR,8534594,01:00:00,hourly,2024-03-20T08:00:00+09:00,False
pm25,9828,东局子,CN,30808,01:00:00,hourly,2018-10-17T20:00:00+08:00,False
pm25,6148246,臺南市 - 林森,TW,14766116,01:00:00,hourly,2025-12-01T08:00:00+08:00,False
pm25,6131442,WTN1,US,14642743,01:00:00,hourly,2025-11-14T12:00:00-06:00,False
pm25,21,Beijing US Embassy,CN,40,01:00:00,hourly,2016-01-31T13:00:00+08:00,False
pm25,6356080,Parkside Intermediate School (redeployment),US,16312297,00:18:00,hourly,2026-05-19T09:01:11-07:00,False
pm25,1547377,"Linden Woods, Winnipeg",CA,6915468,01:00:00,hourly,2023-09-08T15:00:00-05:00,False
pm25,4850453,Aréna Hartland-Monahan,CA,14152975,01:00:00,hourly,2025-09-18T20:00:00-04:00,False
pm25,1146,KAHULUI,US,2055,01:00:00,hourly,2016-03-06T10:00:00-10:00,False
pm25,7352,市政府,CN,21304,01:00:00,hourly,2019-03-13T17:00:00+08:00,False
pm25,2622644,광양읍,KR,8534936,01:00:00,hourly,2024-03-20T08:00:00+09:00,False
pm25,1215785,菊池市大字隈府字前田８７８番地１,JP,8970322,01:00:00,hourly,2024-04-25T06:00:00+09:00,False
pm25,270735,Ankara - Siteler,TR,2078750,01:00:00,hourly,2022-10-25T17:00:00+03:00,False
pm25,3572,NET-FR058A,FR,7905,01:00:00,hourly,2016-11-21T17:00:00+01:00,False
pm25,270820,"Żagań, ul. Kochanowskiego",PL,1562406,01:00:00,hourly,2022-01-12T13:00:00+01:00,False
pm25,6222271,Belmont Cragin 4,US,15314367,00:18:00,hourly,2026-01-30T20:03:14-06:00,False
pm25,4919,44R710 - DESTELBERGE,BE,5078662,01:00:00,hourly,2023-05-09T12:00:00+02:00,False
pm25,5546,Tata Stadium - Jorapokhar - JSPCB,IN,12242974,01:00:00,hourly,2025-02-19T12:15:00+05:30,False
pm25,4804768,Municipal Office,PK,13378905,01:00:00,hourly,2025-06-20T15:00:00+05:00,False
pm25,4368,Teplice,CZ,5078427,01:00:00,hourly,2022-10-04T18:00:00+02:00,False
pm25,6135338,"F7-2, Street 20",PK,14671513,01:00:00,hourly,2025-11-18T19:00:00+05:00,False
pm25,7995,COBACH,MX,23207,01:00:00,hourly,2020-10-15T18:00:00-07:00,False
pm25,8152,"""Kaunas - Noreikiskes""",LT,23735,01:00:00,hourly,2017-09-22T15:00:00+03:00,False
pm25,4337379,Pharmacie du Bonheur,CI,13013377,01:00:00,hourly,2023-05-06T01:00:00Z,False
pm25,6186620,방어진순환도로,KR,15052828,01:00:00,hourly,2026-01-02T13:00:00+09:00,False
pm25,9952,凤凰山,CN,31556,01:00:00,hourly,2018-10-17T20:00:00+08:00,False
pm25,921130,Kingsville,AU,5079706,01:00:00,hourly,2022-10-05T06:00:00+11:00,False
pm25,6122245,Targu-Mures-VOC-2,RO,14574187,01:00:00,hourly,2025-11-07T11:00:00+02:00,False
pm25,6413386,Sunset Park,US,16694899,01:00:00,hourly,2026-06-21T19:00:00-07:00,False
pm25,3076533,SJ-1,RO,14927967,01:00:00,hourly,2025-12-17T01:00:00+02:00,False
pm25,221294,SE0117A,SE,1286810,01:00:00,hourly,2021-02-24T22:00:00+01:00,False
pm25,6147837,Billah Street,NZ,14763104,01:00:00,hourly,2025-06-04T07:50:00+12:00,False
pm25,43414,创业大厦,CN,236703,01:00:00,hourly,2021-01-01T01:00:00+08:00,False
pm25,1215984,館林市仲町１４－１,JP,6517467,01:00:00,hourly,2023-07-15T02:00:00+09:00,False
pm25,2836782,Vancouver-Clark Driv,CA,9146190,01:00:00,hourly,2024-05-08T17:00:00-07:00,False
pm25,2623259,성동구,KR,8537406,01:00:00,hourly,2024-03-20T08:00:00+09:00,False
pm25,3313492,40RL01 - ROESELARE,BE,11633064,01:00:00,hourly,2024-12-10T14:00:00+01:00,False
pm25,6022367,"Sofia, Zona-B19",BG,14292468,01:00:00,hourly,2025-10-05T07:00:00+03:00,False
pm25,3409368,"32Bungalows, Bhilai - CECB",IN,12237430,01:00:00,hourly,2025-02-19T01:45:00+05:30,False
pm25,7763,Uzdrowisko_Połczyn-Zdrój,PL,22591,01:00:00,hourly,2020-01-17T10:00:00+01:00,False
pm25,353677,Toowoomba,AU,2007580,01:00:00,hourly,2022-07-04T09:00:00+10:00,False
pm25,3965,"""Dunaujvaros""",HU,35804,01:00:00,hourly,2020-04-26T15:00:00+02:00,False
pm25,2162206,Neuwied-Hermannstraße,DE,7774126,01:00:00,hourly,2024-01-29T00:00:00+01:00,False
pm25,1227,Kona,US,2202,01:00:00,hourly,2016-03-17T11:00:00-10:00,False
pm25,6308034,"Sofia, Mladost-4",BG,15953321,01:00:00,hourly,2026-04-14T23:00:00+03:00,False
pm25,6199879,Nuriddin (Arystanbab k-si) ,KZ,15151744,01:00:00,hourly,2026-01-13T19:00:00+05:00,False
pm25,6309095,Westminster Town Hall,US,15961461,00:18:00,hourly,2026-04-15T11:12:23-06:00,False
pm25,225592,"District Hall, Kamphaeng Phet",TH,1304391,24:00:00,daily,2021-04-30T02:00:00+07:00,False
pm25,453,Longueuil,CA,1356910,01:00:00,hourly,2021-09-17T08:00:00-04:00,False
pm25,4471,Carlsfeld,DE,1312654,01:00:00,hourly,2021-06-05T02:00:00+02:00,False
pm25,3642,LA CHAUVINIERE,FR,5078968,01:00:00,hourly,2023-05-06T03:00:00+02:00,False
pm25,227535,"Manoharpur, Agra - UPPCB",IN,12236648,01:00:00,hourly,2025-02-19T01:45:00+05:30,False
pm25,4239,ALBALAT DELS TARONGERS,ES,10236,01:00:00,hourly,2016-11-21T21:00:00+01:00,False
pm25,1839,Mt Rainier- Jackson,US,6573188,01:00:00,hourly,2023-07-19T14:00:00-07:00,False
pm25,1949204,Unnamed (DCBSH3824 → AX9T9WLM),US,7526883,00:18:00,hourly,2023-12-11T14:44:40-08:00,False
pm25,4465,DEST075,DE,12087,01:00:00,hourly,2016-11-21T16:00:00+01:00,False
pm25,5851170,Baan Kut Ngong,TH,14165350,01:00:00,hourly,2025-09-20T13:00:00+07:00,False
pm25,270539,0683_Longchamp,FR,1561143,,unknown,,False
pm25,1037493,A4DS064J,US,1564529,00:40:00,hourly,2024-04-29T01:00:00-07:00,False
pm25,4797654,Barangay San Antonio - Parañaque-Sucat Road (Shopwise),PH,13372948,00:18:00,hourly,2025-06-20T02:06:05+08:00,False
pm25,223740,Shaftsbury Avenue,GB,1296080,01:00:00,hourly,2019-02-14T12:00:00Z,False
pm25,6147834,Gilles Avenue,NZ,14763105,01:00:00,hourly,2025-06-04T07:50:00+12:00,False
pm25,8475,"Sonia Vihar, Delhi - DPCC",IN,12235110,01:00:00,hourly,2025-02-19T01:45:00+05:30,False
pm25,6233467,Breitenstein,DE,15396927,01:00:00,hourly,2026-02-08T20:00:00+01:00,False
pm25,6258096,Kappa,US,15580348,01:00:00,hourly,2026-03-02T15:00:00-06:00,False
pm25,4161193,Elmhurst United MS,US,12866284,00:18:00,hourly,2025-04-24T10:01:38-07:00,False
pm25,278916,"Bulgaria, Sofia, Darvenitsa",BG,2089733,01:00:00,hourly,2022-02-05T02:00:00+02:00,False
pm25,4190184,PM2.5 Mammoth Lakes,US,12883902,01:00:00,hourly,2025-04-25T21:00:00-07:00,False
pm25,2914454,Sunny Brae,US,9720124,01:00:00,hourly,2024-06-24T21:00:00-07:00,False
pm25,11582,"Stuart Hill, Madikeri - KSPCB",IN,12236352,01:00:00,hourly,2025-02-19T01:45:00+05:30,False
pm25,6144,Bursa - Uludağ Üniv.-MTHM,TR,5079389,01:00:00,hourly,2023-05-08T03:00:00+03:00,False
pm25,6332,文明里(启用171012),CN,17674,01:00:00,hourly,2018-10-17T20:00:00+08:00,False
pm25,3267785,Garden Place Academy,US,11293972,01:00:00,hourly,2024-11-12T10:00:00-07:00,False
pm25,2163387,"""Bardejov - Pod Vinbagrom""",SK,7775547,01:00:00,hourly,2024-01-29T00:00:00+01:00,False
pm25,3080755,Aurora Reservoir,US,10746100,01:00:00,hourly,2024-09-26T11:00:00-06:00,False
pm25,2960651,"25 D.Anhaght street, Yerevan, Armenia",AM,10141020,00:18:00,hourly,2024-07-29T04:00:00+04:00,False
pm25,3847222,Fairwood Road,GB,12592754,00:18:00,hourly,2025-03-26T13:04:32Z,False
pm25,3258,VALÈNCIA-POLITÈCNIC,ES,7074,01:00:00,hourly,2016-11-21T21:00:00+01:00,False
pm25,6459,Flinders View,AU,1186218,01:00:00,hourly,2021-02-09T08:00:00+10:00,False
pm25,3780,FR29428,FR,8473,01:00:00,hourly,2016-11-23T01:00:00+01:00,False
pm25,2861423,โรงเรียนพยัคฆภูมิวิทยาคาร,TH,9329485,01:00:00,hourly,2024-05-23T10:00:00+07:00,False
pm25,2162303,LOS YÉBENES,ES,7772818,01:00:00,hourly,2024-01-29T00:00:00+01:00,False
pm25,7219,富区环保局(停运191231),CN,20784,01:00:00,hourly,2018-10-17T20:00:00+08:00,False
pm25,355297,Salton Sea Beach,US,2015221,01:00:00,hourly,2022-07-22T12:00:00-07:00,False
pm25,12024,"Chakala-Andheri East, Mumbai - IITM",IN,12442196,01:00:00,hourly,2025-03-11T13:30:00+05:30,False
pm25,11577,"Vinoba Nagara, Shivamogga - KSPCB",IN,39315,01:00:00,hourly,2020-11-08T18:30:00+05:30,False
pm25,6135973,"Divisional Public School and College, DG Khan",PK,14675912,01:00:00,hourly,2025-11-19T14:00:00+05:00,False
pm25,3401006,"Mountain View, ALD-CASITAS",US,14152345,01:00:00,hourly,2025-09-18T17:00:00-07:00,False
pm25,8922,新市环保局,CN,26052,01:00:00,hourly,2018-10-17T20:00:00+08:00,False
pm25,3063866,Siavonga,ZM,10618887,01:00:00,hourly,2024-09-15T10:00:00+02:00,False
pm25,10645,"Industrial Area, Hajipur - BSPCB",IN,35413,01:00:00,hourly,2020-03-02T15:30:00+05:30,False
pm25,1037570,Palacio Municipal,MX,5973563,01:00:00,hourly,2023-05-29T16:00:00-06:00,False
pm25,3599600,"Kasy Secondary School - Kasy, Vientiane Province ມັດທະຍົມສົມບູນ ກາສີ",LA,12391940,01:00:00,hourly,2025-03-06T13:00:00+07:00,False
pm25,358627,"Crescent University, Chengalpattu - TNPCB",IN,2029325,01:00:00,hourly,2022-09-15T19:30:00+05:30,False
pm25,4731,Bebra,DE,7147427,01:00:00,hourly,2023-10-07T02:00:00+02:00,False
pm25,3363804,"Redmond, WA",US,11987950,01:00:00,hourly,2025-01-10T18:00:00-08:00,False
pm25,6191916,Schneider,CH,15092840,01:00:00,hourly,2026-01-06T19:00:00+01:00,False
pm25,6426,NR,US,5077829,01:00:00,hourly,2022-10-04T12:00:00-06:00,False
pm25,3071,Hamburg Hafen,DE,11626101,01:00:00,hourly,2024-12-11T07:00:00+01:00,False
pm25,6152598,Tanque,BR,14798908,01:00:00,hourly,2025-12-04T17:00:00-03:00,False
pm25,869,V_VIEW,US,15571,01:00:00,hourly,2017-01-20T18:00:00-05:00,False
pm25,5962,MMCA81030,US,16162,01:00:00,hourly,2018-08-25T00:00:00-07:00,False
pm25,236332,Group3 4pm Boardwalk,SG,1358440,,unknown,,False
pm25,9992,十里店,CN,31803,01:00:00,hourly,2018-10-17T20:00:00+08:00,False
pm25,2907565,Gornji-Mihaljevec-1,HR,10140001,01:00:00,hourly,2024-07-29T02:00:00+02:00,False
pm25,4797661,Old Wack Wack Road corner Shaw Boulevard,PH,13372966,00:18:00,hourly,2025-06-20T02:00:43+08:00,False
pm25,4612345,Zürich-Affoltern,CH,14152810,01:00:00,hourly,2025-09-19T02:00:00+02:00,False
pm25,223717,Dagnall Street,GB,1296004,01:00:00,hourly,2018-10-16T12:00:00+01:00,False
pm25,2847308,"335 River Road, Ottawa",CA,9224244,01:00:00,hourly,2024-05-15T05:00:00-04:00,False
pm25,3633,Vesoul Pres Caillet,FR,4442227,01:00:00,hourly,2023-04-03T18:00:00+02:00,False
pm25,9934,兽医站,CN,31449,01:00:00,hourly,2018-10-17T20:00:00+08:00,False
pm25,2623590,논현,KR,8534149,01:00:00,hourly,2024-03-20T08:00:00+09:00,False
pm25,140,Alto Hospicio,CL,216,01:00:00,hourly,2016-02-23T09:00:00-03:00,False
pm25,2812640,с.Новопокровка 3,KG,8967329,00:18:00,hourly,2024-04-24T22:00:00+06:00,False
pm25,921138,Luka,ZA,5079721,01:00:00,hourly,2022-10-04T18:00:00+02:00,False
pm25,3409483,"Chembur, Mumbai - MPCB",IN,12238384,01:00:00,hourly,2025-02-19T01:45:00+05:30,False
pm25,1214709,北九州市門司区大字畑,JP,6519509,01:00:00,hourly,2023-07-15T02:00:00+09:00,False
pm25,3074818,fixe fin sans voiture,BE,10701395,01:00:00,hourly,2024-09-22T20:54:15+02:00,False
pm25,6204494,Groene Longen_Hagaardbosweg2,BE,15185503,01:00:00,hourly,2026-01-17T11:00:00+01:00,False
pm25,4818267,옥포항,KR,13390169,01:00:00,hourly,2025-06-22T01:00:00+09:00,False
pm25,9559,象湖,CN,29377,01:00:00,hourly,2018-10-17T20:00:00+08:00,False
pm25,11566,Armidale,AU,39282,24:00:00,daily,2019-12-24T02:00:00+11:00,False
pm25,1215294,新宿区下落合二丁目２番地先,JP,6516190,01:00:00,hourly,2023-07-15T02:00:00+09:00,False
pm25,225432,Capricorn,ZA,1303591,01:00:00,hourly,2021-04-29T19:00:00+02:00,False
pm25,3618,Faiencerie Creil,FR,7983,01:00:00,hourly,2017-02-18T09:00:00+01:00,False
pm25,6269471,Mill Road,GB,15665503,01:00:00,hourly,2026-03-12T20:00:00Z,False
pm25,6159856,"Yamaranguila, Intibuca - Sustenta Honduras",HN,14853526,01:00:00,hourly,2025-12-10T13:00:00-06:00,False
pm25,3813,Aurillac-Lagarde,FR,24881,01:00:00,hourly,2018-10-04T10:00:00+02:00,False
pm25,1235993,Indian Trail Rd,US,6530182,01:00:00,hourly,2023-07-15T09:00:00-07:00,False
pm25,3519,Belfort centre,FR,11547735,01:00:00,hourly,2024-12-04T05:00:00+01:00,False
pm25,3054,Offenbach Untere Grenzstraße,DE,6351136,01:00:00,hourly,2023-06-20T02:00:00+02:00,False
pm25,6292997,7-2 La Mancha Way,US,15839401,00:18:00,hourly,2026-04-01T19:02:45-07:00,False
pm25,4468703,Cavan Cavan Town Court House,IE,13100340,01:00:00,hourly,2025-05-19T21:00:00+01:00,False
pm25,5447852,Power and Riggs,US,13872343,01:00:00,hourly,2025-08-15T19:00:00-07:00,False
pm25,6135286,Malam Jabba Chairlift,PK,14671461,01:00:00,hourly,2025-11-18T19:00:00+05:00,False
pm25,9670,铁西工业园,CN,29941,01:00:00,hourly,2018-10-17T20:00:00+08:00,False
pm25,3468,Grande-synthe,FR,15290412,01:00:00,hourly,2026-01-27T03:00:00+01:00,False
pm25,5592091,"Hegi, Winterthur",CH,14153598,01:00:00,hourly,2025-09-19T02:00:00+02:00,False
pm25,5185,SK0265A,SK,13425,01:00:00,hourly,2017-09-23T01:00:00+02:00,False
pm25,10770,"Gdańsk, ul. Powstańców Warszawskich",PL,1731994,01:00:00,hourly,2022-03-31T10:00:00+02:00,False
pm25,4330,MOMPEAN,ES,238756,01:00:00,hourly,2020-12-30T06:00:00+01:00,False
pm25,6336506,airqo_g5555,UG,16166168,01:00:00,hourly,2026-05-05T22:00:00+03:00,False
pm25,4280,ES1803A,ES,10404,01:00:00,hourly,2016-11-21T21:00:00+01:00,False
pm25,236010,04F5_5AV,FR,1356898,,unknown,,False
pm25,2877111,Chamber of Commerce,US,9446873,00:18:00,hourly,2024-06-03T11:00:00-07:00,False
pm25,7700,环保局,CN,22407,01:00:00,hourly,2018-10-17T20:00:00+08:00,False
pm25,6226896,United Methodist University_Right Wing_A  (UMU_EPIC Liberia),LR,15348148,01:00:00,hourly,2026-02-03T14:00:00Z,False
pm25,317035,"Doon University, Dehradun - UKPCB",IN,12237080,01:00:00,hourly,2025-02-19T01:45:00+05:30,False
pm25,6269132,"Tegelbruksvägen, Åkersberga",SE,15663037,01:00:00,hourly,2026-03-12T12:00:00+01:00,False
pm25,6336489,airqo_g5502,NG,16166142,01:00:00,hourly,2026-05-05T20:00:00+01:00,False
pm25,2305,Amsterdam-Spaarnwoude,NL,5079261,01:00:00,hourly,2022-10-04T20:00:00+02:00,False
pm25,5284,Marg.Tietê-Pte Remédios,BR,5079359,01:00:00,hourly,2022-10-03T17:00:00-03:00,False
pm25,3039043,Lahaina Boys and Gir,US,10432038,01:00:00,hourly,2024-08-28T10:00:00-10:00,False
pm25,6291584,electronic lab San Tan Lueang,TH,15829415,01:00:00,hourly,2026-04-01T04:00:00+07:00,False
pm25,6222201,Lake View 4,US,15314393,00:18:00,hourly,2026-01-30T20:13:09-06:00,False
pm25,6106553,"College of Science and Technology,Phuentsholing Bhutan",BT,14459310,01:00:00,hourly,2025-10-24T16:00:00+06:00,False
pm25,1274942,Burlington,CA,6553692,01:00:00,hourly,2023-07-16T13:00:00-04:00,False
pm25,783907,Igualada,ES,4475457,01:00:00,hourly,2023-04-06T04:00:00+02:00,False
pm25,43517,晋宁区生态环境分局,CN,236822,01:00:00,hourly,2021-01-01T01:00:00+08:00,False
pm25,1236015,Redmond Ridge,US,6530224,01:00:00,hourly,2023-07-15T06:00:00-07:00,False
pm25,270711,Bend Ponderosa Eleme,US,1561963,01:00:00,hourly,2021-11-17T11:00:00-08:00,False
pm25,921172,Worcester-NAQI,ZA,5079782,01:00:00,hourly,2022-10-04T20:00:00+02:00,False
pm25,2812816,Park/Lawrence,US,8967033,00:18:00,hourly,2024-04-24T12:00:00-04:00,False
pm25,8361,SARONNO - SANTUARIO,IT,7773043,01:00:00,hourly,2024-01-29T00:00:00+01:00,False
pm25,1215440,横浜市中区本牧大里町３４,JP,6520094,01:00:00,hourly,2023-07-15T02:00:00+09:00,False
pm25,3456728,Santa Margarita,MX,12285335,01:00:00,hourly,2025-02-21T13:00:00-06:00,False
pm25,1236360,"Bungkan School 1, Mueang, Bungkan",LA,6530416,01:00:00,hourly,2023-07-15T20:00:00+07:00,False
pm25,4563,Gaudenzdorf,AT,30215,01:00:00,hourly,2020-03-16T21:00:00+01:00,False
pm25,578,San Bernabé,MX,1014,01:00:00,hourly,2016-03-07T08:00:00-06:00,False
pm25,3494932,schuman fixed 2 suite,BE,12307397,,unknown,,False
pm25,6221834,North Lawndale 3,US,15312516,00:18:00,hourly,2026-01-30T16:14:32-06:00,False
pm25,6882,FR30038,FR,19784,01:00:00,hourly,2018-01-05T02:00:00+01:00,False
pm25,4613,Stuttgart Arnulf-Klett-Platz,DE,5079047,01:00:00,hourly,2023-05-06T02:00:00+02:00,False
pm25,6141726,CEN-SR-03:Biratnagar metropolitan city office ,NP,14717154,01:00:00,hourly,2025-11-25T06:45:00+05:45,False
pm25,223689,Holloway Bus Garage,GB,1295908,01:00:00,hourly,2018-10-10T13:00:00+01:00,False
pm25,5524856,Sustainable Living Project,US,13930557,00:18:00,hourly,2025-08-22T15:57:14-04:00,False
pm25,8481,Instituto de Ingeniería y Tecnología,MX,24638,01:00:00,hourly,2020-10-15T19:00:00-06:00,False
pm25,2162894,Casoria Scuola Palizzi (CAM),IT,14392762,01:00:00,hourly,2025-10-16T17:00:00+02:00,False
pm25,4348,ES1096A,ES,10694,01:00:00,hourly,2016-11-21T17:00:00+01:00,False
pm25,290627,4096 - Gates El,US,1654577,00:40:00,hourly,2022-02-17T17:57:28-08:00,False
pm25,2623034,고덕동,KR,8536439,01:00:00,hourly,2024-03-20T08:00:00+09:00,False
pm25,1214697,北九州市八幡西区塔野一丁目３－１,JP,6515181,01:00:00,hourly,2023-07-15T02:00:00+09:00,False
pm25,9681,银河街,CN,30008,01:00:00,hourly,2018-10-17T20:00:00+08:00,False
pm25,3313497,42R804 - ANTWERPEN,BE,11633765,01:00:00,hourly,2024-12-10T14:00:00+01:00,False
pm25,6165771,Kaikorai Valley College Urban Farm,NZ,14898041,01:00:00,hourly,2025-12-15T17:00:00+13:00,False
pm25,1215536,清瀬市上清戸２－６－４１,JP,6521115,01:00:00,hourly,2023-07-15T02:00:00+09:00,False
pm25,6441493,Long Lake Road,CA,16902428,01:00:00,hourly,2026-07-11T13:00:00-04:00,False
pm25,6126185,Banner Mountain Lookout,US,14603888,01:00:00,hourly,2025-11-10T14:00:00-08:00,False
pm25,487,Deschambault,CA,1356928,01:00:00,hourly,2021-09-17T08:00:00-04:00,False
pm25,6200270,Chatsworth Public Library - Outside,US,15154346,00:18:00,hourly,2026-01-13T14:08:59-08:00,False
pm25,1215409,松浦市志佐町浦免８１２－１,JP,6516975,01:00:00,hourly,2023-07-15T02:00:00+09:00,False
pm25,6969,"Huda Sector, Fatehabad - HSPCB",IN,20106,01:00:00,hourly,2019-02-13T05:45:00+05:30,False
pm25,8633,Indio - Jackson Stre,US,25062,01:00:00,hourly,2019-11-07T11:00:00-08:00,False
pm25,921045,Park Yamacha,BG,5078058,01:00:00,hourly,2023-05-08T02:58:00+03:00,False
pm25,7477,自来水公司　,CN,21695,01:00:00,hourly,2018-10-17T20:00:00+08:00,False
pm25,7091,MMCA81015,US,20509,01:00:00,hourly,2019-10-27T14:00:00-07:00,False
pm25,9592,高开区环保局,CN,29538,01:00:00,hourly,2018-10-17T20:00:00+08:00,False
pm25,947232,Palisades ES (5959) #1,US,2001040,00:30:00,hourly,2022-02-17T18:00:00-08:00,False
pm25,1214538,亘理郡山元町高瀬字合戦原１００－１,JP,9594537,01:00:00,hourly,2024-06-15T01:00:00+09:00,False
