parameter,location_id,location_name,country,sensor_id,expected_interval,interval_label,datetime_first_local,reaches_jan_2000
pm25,12040,"Mulund West, Mumbai - MPCB",IN,40641,01:00:00,hourly,2020-12-16T18:00:00+05:30,False
pm25,3047759,Caxias do Sul,BR,10497637,01:00:00,hourly,2024-09-04T14:00:00-03:00,False
pm25,2623599,삼진로,KR,8534359,01:00:00,hourly,2024-03-20T08:00:00+09:00,False
pm25,10270,市审计局,CN,33476,01:00:00,hourly,2018-10-17T20:00:00+08:00,False
pm25,6223085,Tor Kasetpattana,TH,15319253,01:00:00,hourly,2026-01-31T20:00:00+07:00,False
pm25,1215478,比企郡川島町かわじま２－１９,JP,6516956,01:00:00,hourly,2023-07-15T02:00:00+09:00,False
pm25,2904084,Lawrence Hall of Science,US,10141027,00:18:00,hourly,2024-07-28T17:00:00-07:00,False
pm25,6175711,"Kyrgauyldy auyly, Orta mektep",KZ,14971210,01:00:00,hourly,2025-12-23T23:00:00+05:00,False
pm25,16,Civil Lines,IN,34,,unknown,,False
pm25,1215595,白井市七次台３－２２,JP,9048027,01:00:00,hourly,2024-05-02T01:00:00+09:00,False
pm25,1214780,名古屋市南区松下町２－１,JP,6518165,01:00:00,hourly,2023-07-15T02:00:00+09:00,False
pm25,61486,Google Street View Car,GB,446268,00:00:01,hourly,2018-08-30T16:21:28+01:00,False
pm25,3256331,Šenova Sopot,HR,11268921,01:00:00,hourly,2024-11-11T16:00:00+01:00,False
pm25,6272951,,US,15691287,01:00:00,hourly,2026-03-15T14:00:00-04:00,False
pm25,6414391,Tishomingo,US,16702385,00:18:00,hourly,2026-06-22T15:08:32-05:00,False
pm25,1477633,Oroville Mobile,US,6819304,01:00:00,hourly,2023-08-24T12:00:00-07:00,False
pm25,3687788,Josefigasse,AT,14152525,01:00:00,hourly,2025-09-19T02:00:00+02:00,False
pm25,3345216,Shed,PL,11862263,01:00:00,hourly,2025-01-01T13:00:00+01:00,False
pm25,223714,Haimo Road,GB,1295993,01:00:00,hourly,2018-10-16T16:00:00+01:00,False
pm25,5722166,Banister Lane,US,14073154,01:00:00,hourly,2025-09-09T00:00:00-05:00,False
pm25,4209627,Tampa Heights Community Garden,US,12895162,00:18:00,hourly,2025-04-28T15:35:42-04:00,False
pm25,10112,培训基地,CN,32531,01:00:00,hourly,2018-10-17T20:00:00+08:00,False
pm25,5516,The Gap,AU,5079371,01:00:00,hourly,2022-10-05T05:00:00+10:00,False
pm25,1214636,児湯郡高鍋町大字北高鍋２０４,JP,6521039,01:00:00,hourly,2023-07-15T02:00:00+09:00,False
pm25,5904228,Brinnonshire Estates,US,14205679,01:00:00,hourly,2025-09-24T18:00:00-07:00,False
pm25,2161322,Võng La,VN,7772079,01:00:00,hourly,2024-01-15T14:00:00+07:00,False
pm25,5984,GBUAPCD EBAM @ Bridg,US,16220,01:00:00,hourly,2018-09-07T00:00:00-07:00,False
pm25,235453,group 6 2125,SG,1353873,,unknown,,False
pm25,1215920,鈴鹿市算所５丁目１７－１,JP,6516052,01:00:00,hourly,2023-07-15T02:00:00+09:00,False
pm25,225675,Meteorological Station Lopburi,TH,1304332,24:00:00,daily,2021-04-30T02:00:00+07:00,False
pm25,43347,王港中学(对照点),CN,236212,01:00:00,hourly,2021-01-01T01:00:00+08:00,False
pm25,9189,生物制品所,CN,27602,01:00:00,hourly,2018-10-17T20:00:00+08:00,False
pm25,1430,BUTLER MANUF. CO NEA,US,2551,01:00:00,hourly,2016-03-06T15:00:00-05:00,False
o3,474,Connecticut Hill,US,818,01:00:00,hourly,2016-06-09T16:00:00-04:00,False
o3,1692,Temecula (Lake Skinn,US,2994,01:00:00,hourly,2016-03-24T16:00:00-07:00,False
o3,10363,Wamsutter,US,33988,01:00:00,hourly,2016-12-19T09:00:00-07:00,False
o3,230822,Kriel Village,ZA,1328963,01:00:00,hourly,2021-08-02T23:00:00+02:00,False
o3,2623553,원평동,KR,8539576,01:00:00,hourly,2024-03-20T08:00:00+09:00,False
o3,2622955,평택항,KR,8539407,01:00:00,hourly,2024-03-20T08:00:00+09:00,False
o3,633,Whiteface Mtn,US,1108,01:00:00,hourly,2016-03-10T03:00:00-05:00,False
o3,8806,Candor,US,25676,01:00:00,hourly,2016-08-28T10:00:00-04:00,False
o3,7923,Parque La Esperanza,MX,2694073,01:00:00,hourly,2023-01-09T14:00:00-06:00,False
o3,2746518,Mooroolbark,AU,8815173,01:00:00,hourly,2024-04-12T05:00:00+10:00,False
o3,225434,Olievenhoutbosch-NAQI,ZA,1303550,01:00:00,hourly,2021-04-29T19:00:00+02:00,False
o3,1410,West Los Angeles - V,US,2517,01:00:00,hourly,2016-03-06T12:00:00-08:00,False
o3,2622587,산청읍,KR,8542885,01:00:00,hourly,2024-03-20T08:00:00+09:00,False
o3,1650686,Mueang Chaiyaphum Municipality Stadium,TH,7093740,01:00:00,hourly,2023-10-02T17:00:00+07:00,False
o3,5938,"Nai Mueang, Mueang",TH,16091,01:00:00,hourly,2016-01-30T08:00:00+07:00,False
o3,10802,Santiago Acahualtepec,MX,36080,01:00:00,hourly,2020-10-15T20:00:00-05:00,False
o3,7400,Kensington,AU,21559,01:00:00,hourly,2019-12-24T02:00:00+10:30,False
o3,1688,Thibodaux,US,2986,01:00:00,hourly,2016-03-06T14:00:00-06:00,False
o3,1136,Joshua Tree NP - Cot,US,2037,01:00:00,hourly,2016-03-06T12:00:00-08:00,False
o3,921119,Gary-IITRI,US,5079670,01:00:00,hourly,2022-10-04T13:00:00-05:00,False
o3,1275379,Ottawa Downtown,CA,6571252,01:00:00,hourly,2023-07-18T11:00:00-04:00,False
o3,180,Channelview C15/AH115,US,299,01:00:00,hourly,2016-01-29T19:00:00-06:00,False
o3,2954722,Livermore-Portola,US,9963452,01:00:00,hourly,2024-07-15T10:00:00-07:00,False
o3,2622827,별내동,KR,8539908,01:00:00,hourly,2024-03-20T08:00:00+09:00,False
o3,2623637,기장읍,KR,8538720,01:00:00,hourly,2024-03-20T08:00:00+09:00,False
o3,2622968,주문진읍,KR,8539936,01:00:00,hourly,2024-03-20T08:00:00+09:00,False
o3,2675904,Bald Eagle,US,15675776,01:00:00,hourly,2026-03-12T20:00:00-04:00,False
o3,890,Chico -  East,US,1622,01:00:00,hourly,2016-03-06T12:00:00-08:00,False
o3,2623032,춘포면,KR,8539360,01:00:00,hourly,2024-03-20T09:00:00+09:00,False
o3,8095,SUR,MX,23487,01:00:00,hourly,2020-10-15T19:00:00-06:00,False
o3,1548,Bonifay,US,2730,01:00:00,hourly,2016-03-06T14:00:00-06:00,False
o3,1306,ZION,US,2354,01:00:00,hourly,2016-03-06T14:00:00-06:00,False
o3,2623214,백마로(마두역),KR,8538335,01:00:00,hourly,2024-03-20T09:00:00+09:00,False
o3,1512809,San Martín Texmelucan,MX,6865466,01:00:00,hourly,2023-08-30T11:00:00-06:00,False
o3,11506,תחנה:שכון ל,IL,39026,00:15:00,hourly,2017-08-11T02:00:00+03:00,False
o3,8911,Woodstock,US,25995,01:00:00,hourly,2016-08-05T15:00:00-04:00,False
o3,495,Edmonton South,CA,922,01:00:00,hourly,2016-03-10T01:00:00-07:00,False
o3,40352,Trona - Athol and Te,US,5077903,01:00:00,hourly,2023-05-09T08:00:00-07:00,False
o3,1727,Sycamore,US,3047,01:00:00,hourly,2016-03-30T14:00:00-04:00,False
o3,5744609,Clínica Hospital ISSSTE,MX,14089383,01:00:00,hourly,2025-09-10T23:00:00-06:00,False
o3,2623542,충혼탑,KR,8540010,01:00:00,hourly,2024-03-20T08:00:00+09:00,False
o3,984,Leonia,US,1777,01:00:00,hourly,2016-03-10T03:00:00-05:00,False
o3,8810,Calexico - Ethel Str,US,25695,01:00:00,hourly,2019-04-18T13:00:00-07:00,False
o3,1061,Port Stanley,CA,1898,01:00:00,hourly,2016-03-06T15:00:00-05:00,False
o3,2623196,중봉,KR,8538588,01:00:00,hourly,2024-03-20T08:00:00+09:00,False
o3,9013,Facultad de Medicina,MX,26894,01:00:00,hourly,2020-10-15T19:00:00-05:00,False
o3,26099,ACHD North Braddock,US,41262,00:15:00,hourly,2019-03-01T01:00:00-05:00,False
o3,41168,LYNN,US,6222434,01:00:00,hourly,2023-06-04T18:00:00-04:00,False
o3,225673,National Housing Authority Dindaeng,TH,1304314,08:00:00,other (08:00:00),2021-04-30T01:00:00+07:00,False
o3,2112,DESPLNS,US,3799,01:00:00,hourly,2016-03-31T11:00:00-05:00,False
o3,2622855,서초구,KR,8539786,01:00:00,hourly,2024-03-20T08:00:00+09:00,False
o3,2939446,Pickle Lake,CA,9874639,01:00:00,hourly,2024-07-07T08:00:00-05:00,False
o3,8687,Dripping Springs C61,US,25221,01:00:00,hourly,2020-06-29T23:00:00-05:00,False
o3,234235,Deagon,AU,1347580,01:00:00,hourly,2021-08-31T11:00:00+10:00,False
o3,2623295,탄천면,KR,8543631,01:00:00,hourly,2024-03-20T08:00:00+09:00,False
o3,2622594,신장동,KR,8540237,01:00:00,hourly,2024-03-20T08:00:00+09:00,False
o3,2946476,Sand Mountain,US,9916227,01:00:00,hourly,2024-07-11T06:00:00-05:00,False
o3,11288,תחנה:מבקיעים,IL,38170,00:15:00,hourly,2017-08-11T02:00:00+03:00,False
o3,8213,Castlegar Zinio Park,CA,1325020,01:00:00,hourly,2021-07-23T06:00:00-07:00,False
o3,2623410,성산읍,KR,8535818,01:00:00,hourly,2024-03-20T08:00:00+09:00,False
o3,4454896,Preparatoria ITESM Eugenio Garza Lagüera,MX,13088902,01:00:00,hourly,2025-05-17T10:00:00-06:00,False
o3,26171,Swisshelm Park,US,41912,00:15:00,hourly,2020-12-17T23:00:00-05:00,False
o3,8730,Pasadena,US,25474,01:00:00,hourly,2016-11-14T10:00:00-08:00,False
o3,3264887,고성(DMZ),KR,11287555,01:00:00,hourly,2024-11-13T16:00:00+09:00,False
o3,1201,Kennewick-S Steptoe,US,2151,01:00:00,hourly,2016-04-25T15:00:00-07:00,False
o3,2622773,읍내동,KR,8541092,01:00:00,hourly,2024-03-20T08:00:00+09:00,False
o3,2623643,소하동,KR,8543643,01:00:00,hourly,2024-03-20T08:00:00+09:00,False
o3,9802,Houston,US,30645,01:00:00,hourly,2018-07-10T19:00:00-04:00,False
o3,8764,Colusa - Sunrise Blv,US,25557,01:00:00,hourly,2019-04-18T12:00:00-07:00,False
o3,1783,Cedar Bluff,US,3146,01:00:00,hourly,2016-03-06T14:00:00-06:00,False
o3,2622835,대정읍,KR,8538826,01:00:00,hourly,2024-03-20T08:00:00+09:00,False
o3,1712,Trout Lake,US,5077548,01:00:00,hourly,2022-10-04T13:00:00-05:00,False
o3,2623484,무주읍,KR,8538666,01:00:00,hourly,2024-03-20T08:00:00+09:00,False
o3,310107,Escalante,US,1758705,01:00:00,hourly,2022-04-12T14:00:00-06:00,False
o3,1894,Skiatook,US,3355,01:00:00,hourly,2016-05-18T09:00:00-05:00,False
o3,2622936,원북면,KR,8541485,01:00:00,hourly,2024-03-20T08:00:00+09:00,False
o3,2623026,보람동,KR,8538825,01:00:00,hourly,2024-03-20T08:00:00+09:00,False
o3,11533,תחנה:ק.אתא,IL,39141,00:15:00,hourly,2017-08-11T02:00:00+03:00,False
o3,10661,Cuautitlán,MX,35490,01:00:00,hourly,2020-10-15T19:00:00-05:00,False
o3,270702,Bueng Planchai,TH,11862937,01:00:00,hourly,2025-01-01T20:00:00+07:00,False
o3,1661,Tiverton,CA,2948,01:00:00,hourly,2016-03-06T15:00:00-05:00,False
o3,1882,NEA,US,3333,01:00:00,hourly,2016-03-13T00:00:00-05:00,False
o3,8667,Lake Georgetown C690,US,25142,01:00:00,hourly,2020-06-19T11:00:00-05:00,False
o3,669,Millbrook,US,1151,01:00:00,hourly,2016-03-10T03:00:00-05:00,False
o3,2622560,이곡동,KR,8538359,01:00:00,hourly,2024-03-20T08:00:00+09:00,False
o3,1946,Maple Canyon,US,3443,01:00:00,hourly,2016-03-30T14:00:00-04:00,False
o3,1636,MICMAC,US,2890,01:00:00,hourly,2016-03-06T15:00:00-05:00,False
o3,1866,Sparks,US,5077540,01:00:00,hourly,2023-05-06T18:00:00-07:00,False
o3,2219,Dunn Center,US,4004,01:00:00,hourly,2016-03-06T13:00:00-07:00,False
o3,2124,Oak Park,US,3817,01:00:00,hourly,2016-04-04T11:00:00-04:00,False
o3,2959755,Rock Springs Mobile,US,9991914,01:00:00,hourly,2024-07-17T02:00:00-06:00,False
o3,26136,Lincoln Blvd North,US,41597,,unknown,,False
o3,693,Holbrook,US,1984,01:00:00,hourly,2016-03-06T15:00:00-05:00,False
o3,1090,Iztacalco,MX,1950,01:00:00,hourly,2016-03-10T02:00:00-06:00,False
o3,1154,Altoona,US,2072,01:00:00,hourly,2016-03-06T15:00:00-05:00,False
o3,1617,Turner - CJHS,US,2851,01:00:00,hourly,2016-04-29T14:00:00-07:00,False
o3,5835,King City AMS,US,15854,01:00:00,hourly,2016-07-28T17:00:00-07:00,False
o3,1365098,Burlington,CA,6655054,01:00:00,hourly,2023-07-30T15:00:00-04:00,False
o3,1164,Green Valley,US,2093,01:00:00,hourly,2016-03-06T13:00:00-07:00,False
o3,2395611,臺中市 - 大里,TW,7930589,01:00:00,hourly,2024-02-27T05:00:00+08:00,False
o3,1520,Bethel Island,US,2679,01:00:00,hourly,2016-03-06T12:00:00-08:00,False
o3,568,Quaker City,US,997,01:00:00,hourly,2016-03-26T11:00:00-04:00,False
o3,7936,Los Angeles - N. Mai,US,25193,01:00:00,hourly,2017-06-07T15:00:00-07:00,False
o3,7745,Ft. Walton Beach,US,22561,01:00:00,hourly,2020-07-13T16:00:00-05:00,False
o3,2194,Eliza Howell - Near,US,14386,01:00:00,hourly,2016-10-10T17:00:00-04:00,False
o3,26147,Near Penn & Homewood,US,41696,,unknown,,False
o3,9307,Centro Cívico,MX,28298,01:00:00,hourly,2020-10-15T18:00:00-07:00,False
o3,7949,SRNyMA,MX,23046,01:00:00,hourly,2020-10-15T20:00:00-05:00,False
o3,558,Kane Exp. Forest,US,975,01:00:00,hourly,2016-06-09T16:00:00-04:00,False
o3,1478,Fairfield,US,2617,01:00:00,hourly,2016-04-11T07:00:00-07:00,False
o3,2623427,신사우동,KR,8540069,01:00:00,hourly,2024-03-20T08:00:00+09:00,False
o3,8010,SDS01,MX,23293,01:00:00,hourly,2020-10-15T19:00:00-05:00,False
o3,6464,Mountain Creek,AU,18160,01:00:00,hourly,2018-05-10T17:00:00+10:00,False
o3,2622966,대송면,KR,8540148,01:00:00,hourly,2024-03-20T08:00:00+09:00,False
o3,1477476,Tehuacán,MX,6819171,01:00:00,hourly,2023-08-23T13:00:00-06:00,False
o3,268,Oxford,US,451,01:00:00,hourly,2016-03-26T12:00:00-04:00,False
o3,2623610,광활면,KR,8534879,01:00:00,hourly,2024-03-20T08:00:00+09:00,False
o3,2623792,덕충동,KR,8543590,01:00:00,hourly,2024-03-20T08:00:00+09:00,False
o3,2622934,침산동,KR,8544280,01:00:00,hourly,2024-03-20T08:00:00+09:00,False
o3,225435,Steelpoort,ZA,1303548,01:00:00,hourly,2021-04-29T18:00:00+02:00,False
o3,5545,Chulalongkorn Hospital,TH,14630,01:00:00,hourly,2018-03-25T00:00:00+07:00,False
o3,10497,ITD,MX,34825,01:00:00,hourly,2020-10-15T20:00:00-05:00,False
o3,184,Crosby Library C553,US,306,01:00:00,hourly,2016-01-29T19:00:00-06:00,False
o3,2369,"Aranyaprathet, Aranyaprathet",TH,20309,01:00:00,hourly,2019-08-01T08:00:00+07:00,False
o3,2014,Natomas - Goldenland,US,3581,01:00:00,hourly,2016-03-10T00:00:00-08:00,False
o3,2622845,혁신동,KR,8538786,01:00:00,hourly,2024-03-20T08:00:00+09:00,False
o3,6469,Cannon Hill,AU,18183,01:00:00,hourly,2018-05-10T17:00:00+10:00,False
o3,2623582,효성,KR,8548067,01:00:00,hourly,2024-03-20T08:00:00+09:00,False
o3,2939447,Pickle Lake,CA,9908236,01:00:00,hourly,2024-07-10T10:00:00-05:00,False
o3,2623451,전곡,KR,8541194,01:00:00,hourly,2024-03-20T08:00:00+09:00,False
o3,8000,Nezahualcóyotl,MX,35366,01:00:00,hourly,2020-10-15T19:00:00-05:00,False
o3,26128,Hampton,US,41525,00:15:00,hourly,2020-11-02T19:00:00-05:00,False
o3,2622800,금성면,KR,8540265,01:00:00,hourly,2024-03-20T08:00:00+09:00,False
o3,2622701,하양읍,KR,8538393,01:00:00,hourly,2024-03-20T08:00:00+09:00,False
o3,26162,Sewickley,US,41831,00:15:00,hourly,2019-03-01T01:00:00-05:00,False
o3,2623188,홍천읍,KR,8540256,01:00:00,hourly,2024-03-20T08:00:00+09:00,False
o3,228543,"72nd Anniversary King Bhumibol Public Park, Uttaradit",TH,1317099,08:00:00,other (08:00:00),2021-06-24T08:00:00+07:00,False
o3,3309327,Guatemala City,GT,11611528,01:00:00,hourly,2024-12-10T11:00:00-06:00,False
o3,1558,Boulder City,US,2745,01:00:00,hourly,2016-03-06T12:00:00-08:00,False
o3,10714,Campestre,MX,35691,01:00:00,hourly,2020-10-24T02:00:00-05:00,False
o3,1551,Holiday,US,2734,01:00:00,hourly,2016-03-06T15:00:00-05:00,False
o3,1873,South Reno,US,3305,01:00:00,hourly,2016-03-06T12:00:00-08:00,False
o3,8633,Indio - Jackson Stre,US,25060,01:00:00,hourly,2016-11-14T10:00:00-08:00,False
o3,10677,Carvajal - Sevillana,CO,1184391,01:00:00,hourly,2021-02-03T14:00:00-05:00,False
o3,341,St. Marks Wildlife R,US,587,01:00:00,hourly,2016-05-02T08:00:00-04:00,False
o3,6459,Flinders View,AU,18148,01:00:00,hourly,2018-05-10T17:00:00+10:00,False
o3,2220,ROCK_LP,US,4008,01:00:00,hourly,2016-03-06T14:00:00-06:00,False
o3,938279,Millvale,US,5972540,,unknown,,False
o3,938279,Millvale,US,5976919,,unknown,,False
o3,2623174,가흥동,KR,8539998,01:00:00,hourly,2024-03-20T08:00:00+09:00,False
o3,7594,Boulder Reservoir,US,22049,01:00:00,hourly,2016-12-28T08:00:00-07:00,False
o3,2622631,화북동,KR,8539432,01:00:00,hourly,2024-03-20T08:00:00+09:00,False
o3,1241,LAKE GENEVA,US,2231,01:00:00,hourly,2016-04-05T13:00:00-05:00,False
o3,2623487,복운리,KR,8535592,01:00:00,hourly,2024-03-20T08:00:00+09:00,False
o3,9456,Riverton SLAMS,US,28852,01:00:00,hourly,2020-08-19T10:00:00-06:00,False
o3,1023,Paw Park,US,1845,01:00:00,hourly,2016-03-06T15:00:00-05:00,False
o3,236028,Saguenay - Parc Powe,CA,1356944,01:00:00,hourly,2021-09-17T08:00:00-04:00,False
o3,26111,Brighton Heights,US,41371,00:15:00,hourly,2019-03-01T00:15:00-05:00,False
o3,326,Jackson NCORE,US,1972,01:00:00,hourly,2016-03-06T14:00:00-06:00,False
o3,6912,29 Palms,US,5077599,01:00:00,hourly,2022-10-04T11:00:00-07:00,False
o3,225645,National Housing Authority Bangplee,TH,1304224,08:00:00,other (08:00:00),2021-04-30T02:00:00+07:00,False
o3,218434,Instituto Tecnológico de Villahermosa,MX,1180273,01:00:00,hourly,2021-01-25T11:00:00-06:00,False
o3,938279,Millvale,US,5790372,,unknown,,False
o3,328,Linville Falls,US,557,01:00:00,hourly,2016-04-01T08:00:00-04:00,False
o3,738,Canyonlands NP,US,1275,01:00:00,hourly,2016-03-06T13:00:00-07:00,False
o3,355533,Dilokong,ZA,2016119,01:00:00,hourly,2022-07-27T03:00:00+02:00,False
o3,8416,Tranquillity,US,24435,01:00:00,hourly,2016-08-05T12:00:00-07:00,False
o3,1075,16th and Whitmore,US,1927,01:00:00,hourly,2016-04-05T08:00:00-05:00,False
o3,2623685,수창동,KR,8538587,01:00:00,hourly,2024-03-20T08:00:00+09:00,False
o3,8875,Anaheim,US,25900,01:00:00,hourly,2016-11-14T10:00:00-08:00,False
o3,1339,York,US,2409,01:00:00,hourly,2016-03-06T15:00:00-05:00,False
o3,6207772,감물면,KR,15209000,01:00:00,hourly,2026-01-20T10:00:00+09:00,False
o3,1790,Meraux,US,3156,01:00:00,hourly,2016-03-06T14:00:00-06:00,False
o3,5523,Wynnum,AU,14559,01:00:00,hourly,2017-02-19T06:00:00+10:00,False
o3,2176,Enumclaw Mud Mt (SO),US,3912,01:00:00,hourly,2016-06-09T15:00:00-07:00,False
o3,1505,Villa de las Flores,MX,2661,01:00:00,hourly,2016-03-16T12:00:00-06:00,False
o3,8802,Salinas AMS,US,25662,01:00:00,hourly,2019-08-12T08:00:00-07:00,False
o3,2172,Dawsonville,US,3908,01:00:00,hourly,2016-03-06T15:00:00-05:00,False
o3,2226,Dutchtown,US,4018,01:00:00,hourly,2016-03-11T10:00:00-06:00,False
o3,2622905,아주동,KR,8540098,01:00:00,hourly,2024-03-20T08:00:00+09:00,False
o3,2623784,봉동읍,KR,8541250,01:00:00,hourly,2024-03-20T08:00:00+09:00,False
o3,2844257,Frelighsburg Site B,CA,9201156,01:00:00,hourly,2024-05-12T12:00:00-04:00,False
o3,1901,NLRAP,US,3363,01:00:00,hourly,2016-03-06T14:00:00-06:00,False
o3,2622837,중구,KR,8545916,01:00:00,hourly,2024-03-20T08:00:00+09:00,False
o3,2623418,보성읍,KR,8539900,01:00:00,hourly,2024-03-20T08:00:00+09:00,False
o3,8031,Centro,MX,23308,01:00:00,hourly,2020-06-18T16:00:00-05:00,False
o3,1744,Marine on St. Croix,US,3078,01:00:00,hourly,2016-03-16T07:00:00-05:00,False
o3,2623444,교문동,KR,8542099,01:00:00,hourly,2024-03-20T11:00:00+09:00,False
o3,715,Mammoth Cave NP,US,3030,01:00:00,hourly,2016-03-06T14:00:00-06:00,False
o3,9622,Laboratorio,MX,29699,01:00:00,hourly,2020-10-15T18:00:00-07:00,False
o3,267,Arendtsville,US,450,01:00:00,hourly,2016-03-25T09:00:00-04:00,False
o3,2622814,서천읍,KR,8540481,01:00:00,hourly,2024-03-20T08:00:00+09:00,False
o3,26133,Jefferson Hills NE,US,41570,00:15:00,hourly,2019-03-01T01:00:00-05:00,False
o3,504,Fort Saskatchewan,CA,864,01:00:00,hourly,2016-03-10T01:00:00-07:00,False
o3,2328,"Natural Resources and Environment Office, Chiangrai",TH,4656,01:00:00,hourly,2016-01-30T08:00:00+07:00,False
o3,1579,VAFB South Base,US,2779,01:00:00,hourly,2016-03-06T12:00:00-08:00,False
o3,617545,Lancaster-Fairground,US,3411883,01:00:00,hourly,2023-03-18T19:00:00-07:00,False
o3,601,Mesa Verde NP,US,1055,01:00:00,hourly,2016-03-06T13:00:00-07:00,False
o3,2623050,남산1동,KR,8539076,01:00:00,hourly,2024-03-20T08:00:00+09:00,False
o3,920999,Soddy Daisy,US,5077665,01:00:00,hourly,2023-05-08T12:00:00-04:00,False
o3,438,Blackwater NWR,US,758,01:00:00,hourly,2016-06-09T16:00:00-04:00,False
o3,2622849,길상,KR,8538832,01:00:00,hourly,2024-03-20T09:00:00+09:00,False
o3,360,Patricia McInnes,CA,751,01:00:00,hourly,2016-03-10T01:00:00-07:00,False
o3,5253585,우동,KR,13730968,01:00:00,hourly,2025-07-30T09:00:00+09:00,False
o3,1436,Leslie,US,2558,01:00:00,hourly,2016-03-06T15:00:00-05:00,False
o3,2623480,이현동,KR,8542190,01:00:00,hourly,2024-03-20T08:00:00+09:00,False
o3,274,Reading Airport,US,4082,01:00:00,hourly,2016-03-06T15:00:00-05:00,False
o3,236024,Brossard - Parc Sorb,CA,1356920,01:00:00,hourly,2021-09-17T08:00:00-04:00,False
o3,1163,Appleton AAL,US,2089,01:00:00,hourly,2016-04-05T13:00:00-05:00,False
o3,1659,Tlalnepantla,MX,2939,01:00:00,hourly,2016-03-10T02:00:00-06:00,False
o3,1018,Parry Sound,CA,5077629,01:00:00,hourly,2022-10-04T14:00:00-04:00,False
o3,9759,UAM Xochimilco,MX,36108,01:00:00,hourly,2020-10-15T20:00:00-05:00,False
o3,936,District 6,US,1710,01:00:00,hourly,2016-03-31T13:00:00-04:00,False
o3,218375,CESPM,MX,1285420,01:00:00,hourly,2021-02-19T13:00:00-08:00,False
o3,1540,Blaine,US,2714,01:00:00,hourly,2016-03-06T14:00:00-06:00,False
o3,9040,Foley West,US,26730,01:00:00,hourly,2017-03-01T07:00:00-06:00,False
o3,1838701,PTE,MX,7402753,01:00:00,hourly,2023-11-13T12:00:00-06:00,False
o3,1763,StJohns,US,3111,01:00:00,hourly,2016-03-06T13:00:00-07:00,False
o3,2622944,조천읍,KR,8541547,01:00:00,hourly,2024-03-20T08:00:00+09:00,False
o3,3887,高雄市 - 仁武,TW,8901,01:00:00,hourly,2016-12-21T03:00:00+08:00,False
o3,1254,LEWISPOR,US,2252,01:00:00,hourly,2016-03-06T15:00:00-06:00,False
o3,229728,"Kamalnath Nagar, Bettiah - BSPCB",IN,1323079,01:00:00,hourly,2021-07-18T03:30:00+05:30,False
o3,230803,Chicken Farm,ZA,1328978,01:00:00,hourly,2021-08-02T23:00:00+02:00,False
o3,2622805,이원면,KR,8534112,01:00:00,hourly,2024-03-20T08:00:00+09:00,False
o3,6345665,Harrison Township,US,16234533,01:00:00,hourly,2026-05-11T09:00:00-04:00,False
o3,939,SUMMIT,US,1713,01:00:00,hourly,2016-03-06T15:00:00-05:00,False
o3,5243564,용호동,KR,13723509,01:00:00,hourly,2025-07-29T12:00:00+09:00,False
o3,2623329,곡성읍,KR,8542828,01:00:00,hourly,2024-03-20T08:00:00+09:00,False
o3,1232,Abbotsford,CA,2212,01:00:00,hourly,2016-03-06T12:00:00-08:00,False
o3,2079,SETRPC 43 Jefferson,US,3703,01:00:00,hourly,2016-03-06T14:00:00-06:00,False
o3,900,Colusa - Sunrise Blv,US,1644,01:00:00,hourly,2016-03-06T12:00:00-08:00,False
o3,225453,Booysens,ZA,1347133,01:00:00,hourly,2021-08-31T03:00:00+02:00,False
o3,315,Hope,US,528,01:00:00,hourly,2016-04-01T04:00:00-04:00,False
o3,2082,SEAFORD,US,3711,01:00:00,hourly,2016-03-10T03:00:00-05:00,False
o3,3531458,Ajusco,MX,12337069,01:00:00,hourly,2025-02-27T11:00:00-06:00,False
o3,938279,Millvale,US,5974240,,unknown,,False
o3,4999,תחנה:ניידת6,IL,12930,00:15:00,hourly,2017-08-11T02:00:00+03:00,False
o3,7083,Flax Pond,US,20493,01:00:00,hourly,2018-09-06T12:00:00-04:00,False
o3,2622569,금왕,KR,8541239,01:00:00,hourly,2024-03-20T08:00:00+09:00,False
o3,1430,BUTLER MANUF. CO NEA,US,2550,01:00:00,hourly,2016-03-06T15:00:00-05:00,False
o3,655,Auburn,US,1135,01:00:00,hourly,2016-03-11T08:00:00-08:00,False
o3,225646,Provincial Waterworks Authority Mae Moh,TH,1304046,08:00:00,other (08:00:00),2021-04-30T02:00:00+07:00,False
o3,1275798,Peterborough,CA,6571223,01:00:00,hourly,2023-07-18T11:00:00-04:00,False
o3,5717369,Universidad Tecnológica de Puebla,MX,14577023,01:00:00,hourly,2025-11-05T12:00:00-06:00,False
o3,270709,REST - LESTER BUILDI,US,1561956,01:00:00,hourly,2021-11-16T12:00:00-05:00,False
o3,1678,CROUSE,US,2969,01:00:00,hourly,2016-03-30T02:00:00-04:00,False
o3,867,Paso Robles - Santa,US,1571,01:00:00,hourly,2016-03-06T12:00:00-08:00,False
o3,1777598,Clínica de Nutrición,MX,7326920,01:00:00,hourly,2023-10-29T13:00:00-06:00,False
o3,2622987,백석읍,KR,8539668,01:00:00,hourly,2024-03-20T08:00:00+09:00,False
o3,2033,Saginaw - Delight Va,US,3612,01:00:00,hourly,2016-05-06T08:00:00-07:00,False
o3,2623557,광진구,KR,8540271,01:00:00,hourly,2024-03-20T08:00:00+09:00,False
